id,number,par,handicap,distance,courseId,createdAt,updatedAt
1e44cc35-c0fa-43a8-ba5a-3e9df036d498,3,4,3,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
26a686d8-5630-469a-98fa-23c9736ec677,4,4,4,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
adf43aaf-59da-4821-992e-bd71cad83eeb,5,4,5,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
f4a026aa-bef8-49a7-85e6-105749ad6384,6,4,6,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
1d415310-5394-4033-b5e2-ee662bb7f63c,7,4,7,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
ec83415a-4642-485c-a5a9-66261be6162d,8,4,8,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
5bd0c6bd-ef2d-40ed-92f6-c43032f6c7ba,9,4,9,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
e5cc06fc-afc6-464f-abba-31271e619117,10,4,10,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
177bb8a1-ed64-4d06-9a78-9dd705b0496d,11,4,11,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
11158d35-ebcf-4cc7-86a6-4fa79e0aa3c8,12,4,12,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
393da5ad-22b8-4aaa-9c95-a9aa65b9592f,13,4,13,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
bdd766b8-d3ad-47b3-b104-2394a8fc7fc0,14,4,14,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
13f50ce1-47a3-4016-b14c-f1973a38f098,15,4,15,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
fbb93766-8674-4684-be89-2b72fd1de40d,16,4,16,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
f19831b6-376c-4435-8725-512c3f8dc978,17,4,17,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
7209f445-e605-48f8-bc45-c2a82cd6263b,18,4,18,350,a7b5c1d9-2063-4737-a37b-82edca6a1de7,2025-04-15 02:45:09.869000,2025-04-15 02:45:09.869000
334f65d4-aee0-4af8-b527-73a987112bda,1,4,1,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
184763d1-64f7-4368-a6e2-e5a286fa2579,2,4,2,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
7926f8e6-d686-4504-b3e3-8a07ce9c799c,3,4,3,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
cbcd856b-3a73-45ba-a1cf-f6b39841f119,4,4,4,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
b4a75aaf-a458-4196-89ce-135bdf40e6ce,5,4,5,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
9d18a5e5-763f-4f49-b177-876e7ece67e6,6,4,6,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
010a6848-3cf2-4711-91c8-52941b9401a5,7,4,7,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
9ce73be8-c3a2-4cdd-b2b9-8f72e3fb22f2,8,4,8,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
2bab8923-20e4-42a7-8059-d93a529a02d2,9,4,9,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
0f6b6d81-3d5d-4aa6-b684-fdfa97f98a2d,10,4,10,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
2f838528-6e53-4060-aaeb-c2bccad5751c,11,4,11,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
fe5c6bd6-0855-4e39-bc41-3ee4bbc9a6db,12,4,12,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
cd81c9cf-dd63-4401-bcc2-c311ec9fd63a,13,4,13,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
492c2ae6-b115-407b-a06b-48dc15802dcf,14,4,14,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
ac505269-c5b6-4f37-bfcf-b7da41a52655,15,4,15,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
08c76464-6cd1-4f00-83fd-9ceeb65e0ae9,16,4,16,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
f1abd50c-9b4c-41bd-8188-220398ce7584,17,4,17,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
33bb3f19-d4ca-494d-9689-c752b3137924,18,4,18,350,c7226449-81c2-4a8c-8079-cf4b0a4d583b,2025-04-15 02:45:33.999000,2025-04-15 02:45:33.999000
869b3fb3-1b44-480f-bffe-5be4f6c35d1e,1,4,1,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
12561dee-fb57-4964-b628-ef26ee114c00,2,4,2,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
85f2ba0b-8d82-463a-b901-6ab113c6079c,3,4,3,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
5fa4efef-9b39-401b-9c81-0c89e985b0b7,4,4,4,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
5320e1dc-2f07-4344-b000-970ad8a64769,5,4,5,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
3176fde0-ccd2-4dbb-8745-25178d5cf263,6,4,6,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
5d56d820-9416-489b-9629-16b01d7e21ee,7,4,7,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
3689ad88-40ed-4f8c-a1e9-941552b5bcfe,8,4,8,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
2b85e7d5-b47e-4314-918f-85f5486eb3c9,9,4,9,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
5a7d77a2-f848-4c85-a048-f633bf27ef24,10,4,10,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
bb18b2ed-c870-49e0-81e9-8693613e7cd5,11,4,11,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
419d4963-b128-4fce-9066-70e0dab5d404,12,4,12,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
7601f151-21fc-4192-bf22-7e30101db2f7,13,4,13,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
eba17bc2-899a-4dc2-84fc-372ba12718ac,14,4,14,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
f8eca215-8339-493d-8ea4-0ab5fdbdb825,15,4,15,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
7874c8f6-cb5e-47bc-966b-cf506be257fb,16,4,16,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
0be698c0-345f-444f-8d3d-cdd705b82f18,17,4,17,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
fe906b34-0bbb-484d-bf34-5f7786a1af4b,18,4,18,350,07d68cf5-2817-49a0-93ff-a5e41caee47c,2025-04-15 02:46:32.718000,2025-04-15 02:46:32.718000
